D,T,C
19/09/09,14:23:38,16.051413699999998
19/09/09,14:23:39,9.972030100000001
19/09/09,14:23:40,11.501997900000001
19/09/09,14:23:41,12.853417000000002
19/09/09,14:23:42,11.235064600000001
19/09/09,14:23:43,14.306962999999998
19/09/09,14:23:44,14.6997428
19/09/09,14:23:45,12.306148
19/09/09,14:23:46,11.1164692
19/09/09,14:23:47,15.199116899999996
19/09/09,14:23:48,13.528568700000001
19/09/09,14:23:49,11.900676
19/09/09,14:23:50,8.101865799999999
19/09/09,14:23:51,5.3890899
19/09/09,14:23:52,5.108166499999999
19/09/09,14:23:53,4.5027909
19/09/09,14:23:54,5.1364555
19/09/09,14:23:55,5.499652400000001
19/09/09,14:23:56,6.254809000000002
19/09/09,14:23:57,10.653705599999999
19/09/09,14:23:58,9.2207087
19/09/09,14:23:59,8.1202977
19/09/09,14:24:00,8.0361237
19/09/09,14:24:01,9.0597308
19/09/09,14:24:02,4.6657558
19/09/09,14:24:03,10.336104900000002
19/09/09,14:24:04,10.751088399999999
19/09/09,14:24:05,5.562911000000001
19/09/09,14:24:06,4.529406699999999
19/09/09,14:24:07,6.9314012
19/09/09,14:24:08,7.4203433
19/09/09,14:24:09,5.596860700000001
19/09/09,14:24:10,6.77961
19/09/09,14:24:11,7.903831400000001
19/09/09,14:24:12,5.4525963
19/09/09,14:24:13,8.6733102
19/09/09,14:24:14,5.9285972
19/09/09,14:24:15,4.5173402000000005
19/09/09,14:24:16,10.8871218
19/09/09,14:24:17,4.5469629000000005
19/09/09,14:24:18,4.7115447999999995
19/09/09,14:24:19,4.5922585
19/09/09,14:24:20,5.5469203
19/09/09,14:24:21,8.873717800000001
19/09/09,14:24:22,8.9279285
19/09/09,14:24:23,5.085032900000001
19/09/09,14:24:24,4.4842411
19/09/09,14:24:25,4.430076100000001
19/09/09,14:24:26,5.9799209
19/09/09,14:24:27,7.311052699999999
19/09/09,14:24:28,5.710651299999999
19/09/09,14:24:29,3.8558889000000005
19/09/09,14:24:30,4.1363300999999995
19/09/09,14:24:31,9.170077899999999
19/09/09,14:24:32,13.148977799999997
19/09/09,14:24:33,11.178690099999999
19/09/09,14:24:34,5.645306600000001
19/09/09,14:24:35,3.7482448000000006
19/09/09,14:24:36,4.8130288000000006
19/09/09,14:24:37,3.2758566999999994
19/09/09,14:24:38,6.233468200000001
19/09/09,14:24:39,5.242369200000001
19/09/09,14:24:40,4.7431278
19/09/09,14:24:41,4.4855906999999995
19/09/09,14:24:42,5.0629978
19/09/09,14:24:43,4.8510234
19/09/09,14:24:44,5.7176762
19/09/09,14:24:45,4.577285
19/09/09,14:24:46,5.3706798000000004
19/09/09,14:24:47,4.935220799999999
19/09/09,14:24:48,5.6076172
19/09/09,14:24:49,4.6104278
19/09/09,14:24:50,7.5535739
19/09/09,14:24:51,5.620606799999999
19/09/09,14:24:52,5.3354659
19/09/09,14:24:53,4.902562499999999
19/09/09,14:24:54,4.9899086000000015
19/09/09,14:24:55,4.5968293
19/09/09,14:24:56,5.0441419
19/09/09,14:24:57,5.903698500000001
19/09/09,14:24:58,5.258593900000001
19/09/09,14:24:59,4.6834249
19/09/09,14:25:00,4.2246633
19/09/09,14:25:01,5.134036299999999
19/09/09,14:25:02,5.636195799999999
19/09/09,14:25:03,5.1387673
19/09/09,14:25:04,5.5099198000000005
19/09/09,14:25:05,4.3719513
19/09/09,14:25:06,4.7800322
19/09/09,14:25:07,5.6394833
19/09/09,14:25:08,5.2172179000000005
19/09/09,14:25:09,5.680022399999998
19/09/09,14:25:10,4.7351011000000005
19/09/09,14:25:11,3.8789976999999998
19/09/09,14:25:12,5.8502271
19/09/09,14:25:13,5.5392986
19/09/09,14:25:14,4.816490599999999
19/09/09,14:25:15,6.792587
19/09/09,14:25:16,5.6735133
19/09/09,14:25:17,4.6230081
19/09/09,14:25:18,5.761301700000001
19/09/09,14:25:19,4.6303038
19/09/09,14:25:20,6.411048900000001
19/09/09,14:25:21,5.4892465
19/09/09,14:25:22,5.3808721
19/09/09,14:25:23,5.1799973
19/09/09,14:25:24,5.3364127
19/09/09,14:25:25,5.6668742
19/09/09,14:25:26,12.755462600000001
19/09/09,14:25:27,9.5643192
19/09/09,14:25:28,6.905637100000002
19/09/09,14:25:29,5.0068337000000005
19/09/09,14:25:30,9.897858600000001
19/09/09,14:25:31,6.520739099999999
19/09/09,14:25:32,4.406854
19/09/09,14:25:33,7.4895035
19/09/09,14:25:34,6.5331483000000015
19/09/09,14:25:35,4.1216023
19/09/09,14:25:36,3.5337091
19/09/09,14:25:37,3.6997193000000004
19/09/09,14:25:38,4.989064
19/09/09,14:25:39,5.444180200000001
19/09/09,14:25:40,5.5257316
19/09/09,14:25:41,5.1513709
19/09/09,14:25:42,4.905915799999999
19/09/09,14:25:43,4.856544200000001
19/09/09,14:25:44,4.7426752
19/09/09,14:25:45,5.4731138
19/09/09,14:25:46,5.1537052999999995
19/09/09,14:25:47,4.4913944
19/09/09,14:25:48,5.176873
19/09/09,14:25:49,5.1959847
19/09/09,14:25:50,4.798725100000001
19/09/09,14:25:51,5.0734189999999995
19/09/09,14:25:52,4.5857415
19/09/09,14:25:53,6.6513161
19/09/09,14:25:54,8.927431699999998
19/09/09,14:25:55,7.890527500000001
19/09/09,14:25:56,4.682808
19/09/09,14:25:57,10.9087313
19/09/09,14:25:58,9.0978922
19/09/09,14:25:59,5.950056099999999
19/09/09,14:26:00,9.8191331
19/09/09,14:26:01,5.614264
19/09/09,14:26:02,11.719735
19/09/09,14:26:03,11.912200499999999
19/09/09,14:26:04,10.4779788
19/09/09,14:26:05,5.1626922
19/09/09,14:26:06,4.503542700000001
19/09/09,14:26:07,5.0514836
19/09/09,14:26:08,5.8639037
19/09/09,14:26:09,6.488217400000001
19/09/09,14:26:10,6.6673378
19/09/09,14:26:11,6.0752655
19/09/09,14:26:12,5.947876099999999
19/09/09,14:26:13,5.965276799999999
19/09/09,14:26:14,5.9328047
19/09/09,14:26:15,5.8815303000000005
19/09/09,14:26:16,6.036459300000001
19/09/09,14:26:17,4.4802207
19/09/09,14:26:18,4.6484155
19/09/09,14:26:19,5.8152167
19/09/09,14:26:20,6.504959200000001
19/09/09,14:26:21,5.803683900000001
19/09/09,14:26:22,6.3641779
19/09/09,14:26:23,6.6165251000000005
19/09/09,14:26:24,5.637940300000001
19/09/09,14:26:25,5.648197199999999
19/09/09,14:26:26,4.8068414
19/09/09,14:26:27,5.1320742
19/09/09,14:26:28,5.4807029
19/09/09,14:26:29,5.6465465
19/09/09,14:26:30,5.4843136
19/09/09,14:26:31,5.561326899999999
19/09/09,14:26:32,4.5008599
19/09/09,14:26:33,5.1064144
19/09/09,14:26:34,4.5386041
19/09/09,14:26:35,4.6177079
19/09/09,14:26:36,5.2133987
19/09/09,14:26:37,5.6382869
19/09/09,14:26:38,5.661216700000001
19/09/09,14:26:39,5.660222799999999
19/09/09,14:26:40,5.613930499999999
19/09/09,14:26:41,5.355736
19/09/09,14:26:42,5.0926775
19/09/09,14:26:43,5.378849700000001
19/09/09,14:26:44,5.4332782
19/09/09,14:26:45,5.6081951
19/09/09,14:26:46,5.645423400000001
19/09/09,14:26:47,5.5972479
19/09/09,14:26:48,4.647011099999999
19/09/09,14:26:49,4.4713322
19/09/09,14:26:50,4.4842398
19/09/09,14:26:51,4.7959442
19/09/09,14:26:52,4.8021402
19/09/09,14:26:53,5.4831158
19/09/09,14:26:54,5.6608019
19/09/09,14:26:55,5.5035954
19/09/09,14:26:56,4.643949299999999
19/09/09,14:26:57,5.1139325
19/09/09,14:26:58,4.5784535
19/09/09,14:26:59,4.970314300000001
19/09/09,14:27:00,4.8689627
19/09/09,14:27:01,4.8500475
19/09/09,14:27:02,4.9029986
19/09/09,14:27:03,4.755733900000001
19/09/09,14:27:04,5.1327622999999996
19/09/09,14:27:05,4.543798799999999
19/09/09,14:27:06,4.4956224
19/09/09,14:27:07,5.4490422
19/09/09,14:27:08,5.043374900000001
19/09/09,14:27:09,5.841991899999998
19/09/09,14:27:10,4.476955800000001
19/09/09,14:27:11,4.8892529
19/09/09,14:27:12,4.6250332
19/09/09,14:27:13,4.711892500000001
19/09/09,14:27:14,4.681225900000001
19/09/09,14:27:15,4.580137799999999
19/09/09,14:27:16,4.883586299999999
19/09/09,14:27:17,4.6760064
19/09/09,14:27:18,4.8895752
19/09/09,14:27:19,4.7076921
19/09/09,14:27:20,4.727486199999999
19/09/09,14:27:21,4.647673799999999
19/09/09,14:27:22,4.7869245000000005
19/09/09,14:27:23,4.452077399999999
19/09/09,14:27:24,4.6631648
19/09/09,14:27:25,4.8995704
19/09/09,14:27:26,5.6328172
19/09/09,14:27:27,5.2901818
19/09/09,14:27:28,7.2701486
19/09/09,14:27:29,6.680105300000001
19/09/09,14:27:30,4.4383236
19/09/09,14:27:31,4.886006699999999
19/09/09,14:27:32,7.969860500000001
19/09/09,14:27:33,6.928746599999999
19/09/09,14:27:34,5.887355200000001
19/09/09,14:27:35,11.217863099999999
19/09/09,14:27:36,9.1151174
19/09/09,14:27:37,7.051179300000001
19/09/09,14:27:38,7.652403
19/09/09,14:27:39,7.901398799999999
19/09/09,14:27:40,5.560060199999998
19/09/09,14:27:41,5.649949099999999
19/09/09,14:27:42,5.649752599999999
19/09/09,14:27:43,5.636694299999999
19/09/09,14:27:44,5.6458479
19/09/09,14:27:45,5.5878694
19/09/09,14:27:46,5.555516399999999
19/09/09,14:27:47,5.537170699999999
19/09/09,14:27:48,5.612980500000001
19/09/09,14:27:49,5.645224499999999
19/09/09,14:27:50,5.611336699999999
19/09/09,14:27:51,5.651115000000001
19/09/09,14:27:52,5.6349753
19/09/09,14:27:53,7.446712900000001
19/09/09,14:27:54,5.5170168
19/09/09,14:27:55,11.2733603
19/09/09,14:27:56,11.2083226
19/09/09,14:27:57,11.863968600000003
19/09/09,14:27:58,12.839032799999998
19/09/09,14:27:59,13.226688100000004
19/09/09,14:28:00,15.5718572
19/09/09,14:28:01,11.076985500000001
19/09/09,14:28:02,10.5075013
19/09/09,14:28:03,9.010380500000002
19/09/09,14:28:04,5.5678161
19/09/09,14:28:05,6.3964895
19/09/09,14:28:06,9.7014437
19/09/09,14:28:07,10.006206800000001
19/09/09,14:28:08,10.220856299999998
19/09/09,14:28:09,9.7838242
19/09/09,14:28:10,12.251933199999998
19/09/09,14:28:11,10.1802434
19/09/09,14:28:12,7.3629408000000005
19/09/09,14:28:13,9.5265108
19/09/09,14:28:14,5.526561699999999
19/09/09,14:28:15,10.1429744
19/09/09,14:28:16,10.318086799999998
19/09/09,14:28:17,8.949937
19/09/09,14:28:18,9.918408800000002
19/09/09,14:28:19,8.7582371
19/09/09,14:28:20,10.5217957
19/09/09,14:28:21,11.1145453
19/09/09,14:28:22,13.0768931
19/09/09,14:28:23,9.295735
19/09/09,14:28:24,14.8674538
19/09/09,14:28:25,14.891665699999999
19/09/09,14:28:26,16.0937053
19/09/09,14:28:27,16.2931813
19/09/09,14:28:28,14.381000799999997
19/09/09,14:28:29,15.013525600000001
19/09/09,14:28:30,11.3033698
19/09/09,14:28:31,9.942949299999999
19/09/09,14:28:32,11.20851
19/09/09,14:28:33,11.520175299999998
19/09/09,14:28:34,10.977034900000001
19/09/09,14:28:35,11.863546699999999
19/09/09,14:28:36,13.084322799999997
19/09/09,14:28:37,11.2873035
19/09/09,14:28:38,12.5592913
19/09/09,14:28:39,13.2796821
19/09/09,14:28:40,13.590113899999999
19/09/09,14:28:41,12.429042600000002
19/09/09,14:28:42,16.3854451
19/09/09,14:28:43,8.5136053
19/09/09,14:28:44,13.2703776
19/09/09,14:28:45,6.149022399999999
19/09/09,14:28:46,4.3016692999999995
19/09/09,14:28:47,3.0669885999999997
19/09/09,14:28:48,2.5585845000000003
19/09/09,14:28:49,2.5302675
19/09/09,14:28:50,2.6757585
19/09/09,14:28:51,2.7947854999999997
19/09/09,14:28:52,2.8831757999999996
19/09/09,14:28:53,3.139794
19/09/09,14:28:54,3.1465229999999997
19/09/09,14:28:55,3.1716786000000003
19/09/09,14:28:56,13.850154000000002
19/09/09,14:28:57,8.3575379
19/09/09,14:28:58,12.689209100000001
19/09/09,14:28:59,6.000033400000001
19/09/09,14:29:00,6.764500799999999
19/09/09,14:29:01,4.8306252999999995
19/09/09,14:29:02,5.9752819
19/09/09,14:29:03,5.3961505
19/09/09,14:29:04,6.1653329999999995
19/09/09,14:29:05,12.2670282
19/09/09,14:29:06,13.757158400000003
19/09/09,14:29:07,12.516874
19/09/09,14:29:08,14.3199767
19/09/09,14:29:09,13.1390888
19/09/09,14:29:10,14.814711200000003
19/09/09,14:29:11,13.530111
19/09/09,14:29:12,14.777174800000001
19/09/09,14:29:13,6.930736399999998
19/09/09,14:29:14,12.974523499999998
19/09/09,14:29:15,5.3720547
19/09/09,14:29:16,11.134448299999999
19/09/09,14:29:17,15.195928100000001
19/09/09,14:29:18,15.208795700000003
19/09/09,14:29:19,16.750565199999997
19/09/09,14:29:20,14.7231081
19/09/09,14:29:21,15.112398500000001
19/09/09,14:29:22,15.048807
19/09/09,14:29:23,11.711167600000001
19/09/09,14:29:24,4.1387664
19/09/09,14:29:25,9.299238399999998
19/09/09,14:29:26,3.4557096999999994
19/09/09,14:29:27,4.0753327
19/09/09,14:29:28,12.000717299999998
19/09/09,14:29:29,5.900488299999999
19/09/09,14:29:30,4.2870405
19/09/09,14:29:31,4.4004427
19/09/09,14:29:32,10.115830199999998
19/09/09,14:29:33,12.734363499999999
19/09/09,14:29:34,12.017086200000001
19/09/09,14:29:35,13.2775552
19/09/09,14:29:36,11.261001600000002
19/09/09,14:29:37,11.450225099999997
19/09/09,14:29:38,12.061221499999998
19/09/09,14:29:39,14.567653599999998
19/09/09,14:29:40,14.5483464
19/09/09,14:29:41,14.0728278
19/09/09,14:29:42,13.707831400000002
19/09/09,14:29:43,13.2816154
19/09/09,14:29:44,13.521911600000001
19/09/09,14:29:45,5.7627307000000005
19/09/09,14:29:46,4.3143966
19/09/09,14:29:47,3.2980637
19/09/09,14:29:48,2.8511706000000006
19/09/09,14:29:49,2.7758608000000002
19/09/09,14:29:50,2.7909874
19/09/09,14:29:51,2.6606286999999997
19/09/09,14:29:52,4.3357477
19/09/09,14:29:53,3.7373279999999998
19/09/09,14:29:54,3.2292609999999997
19/09/09,14:29:55,4.9475791000000005
19/09/09,14:29:56,2.6648966
19/09/09,14:29:57,3.4031764999999994
19/09/09,14:29:58,3.195913799999999
19/09/09,14:29:59,3.3959715
19/09/09,14:30:00,2.6560614999999994
19/09/09,14:30:01,3.6318903000000007
19/09/09,14:30:02,3.8931559000000004
19/09/09,14:30:03,3.9366465
19/09/09,14:30:04,5.490932
19/09/09,14:30:05,10.4845003
19/09/09,14:30:06,5.2861024
19/09/09,14:30:07,9.7412333
19/09/09,14:30:08,2.3796458
19/09/09,14:30:09,2.7296956999999997
19/09/09,14:30:10,3.1703604000000003
19/09/09,14:30:11,2.5318878000000002
19/09/09,14:30:12,2.7850124999999992
19/09/09,14:30:13,2.767292
19/09/09,14:30:14,2.5612978
19/09/09,14:30:15,2.9981064
19/09/09,14:30:16,3.2816517
19/09/09,14:30:17,2.8402501999999994
19/09/09,14:30:18,4.045001300000001
19/09/09,14:30:19,3.0173965
19/09/09,14:30:20,2.2791661
19/09/09,14:30:21,2.2953635999999995
19/09/09,14:30:22,2.5754216
19/09/09,14:30:23,2.5268789000000003
19/09/09,14:30:24,2.7247638
19/09/09,14:30:25,3.0908298000000003
19/09/09,14:30:26,3.816842
19/09/09,14:30:27,7.453159100000001
19/09/09,14:30:28,10.559639799999998
19/09/09,14:30:29,6.5566075999999995
19/09/09,14:30:30,7.078732500000001
19/09/09,14:30:31,3.9982998000000003
19/09/09,14:30:32,10.488159900000001
19/09/09,14:30:33,8.787068
19/09/09,14:30:34,9.250202300000002
19/09/09,14:30:35,8.7619553
19/09/09,14:30:36,10.2354924
19/09/09,14:30:37,8.973350999999997
19/09/09,14:30:38,9.6738349
19/09/09,14:30:39,10.199994199999999
19/09/09,14:30:40,8.0552595
19/09/09,14:30:41,10.8318555
19/09/09,14:30:42,6.390273100000002
19/09/09,14:30:43,6.072492499999999
19/09/09,14:30:44,8.0277089
19/09/09,14:30:45,13.991696800000001
19/09/09,14:30:46,6.469532100000001
19/09/09,14:30:47,3.8786940000000003
19/09/09,14:30:48,4.1746300000000005
19/09/09,14:30:49,2.6596792
19/09/09,14:30:50,2.6136882000000004
19/09/09,14:30:51,3.8565133000000005
19/09/09,14:30:52,3.790348800000001
19/09/09,14:30:53,4.887733099999999
19/09/09,14:30:54,7.361855300000001
19/09/09,14:30:55,6.5972357
19/09/09,14:30:56,8.161510999999997
19/09/09,14:30:57,4.9869159000000005
19/09/09,14:30:58,4.871365000000001
19/09/09,14:30:59,6.4627242
19/09/09,14:31:00,8.7419732
19/09/09,14:31:01,5.131986100000001
19/09/09,14:31:02,3.4150740000000006
19/09/09,14:31:03,3.3863288999999996
19/09/09,14:31:04,3.5151789000000004
19/09/09,14:31:05,3.1570958
19/09/09,14:31:06,3.446637100000001
19/09/09,14:31:07,2.6878480000000002
19/09/09,14:31:08,2.4978984
19/09/09,14:31:09,2.7575035
19/09/09,14:31:10,2.5518164
19/09/09,14:31:11,2.4049977
19/09/09,14:31:12,2.4929021000000002
19/09/09,14:31:13,2.5506733
19/09/09,14:31:14,2.7730458
19/09/09,14:31:15,2.9517994000000005
19/09/09,14:31:16,2.6226272999999996
19/09/09,14:31:17,2.8192123
19/09/09,14:31:18,2.8500563
19/09/09,14:31:19,2.8027545999999997
19/09/09,14:31:20,2.8069333
